date,S,I,R,D
11-03-2021,36195471.14285714,268270.4285714286,1490803.0,45455.42857142857
12-03-2021,36180951.85714286,272399.85714285716,1500934.4285714286,45713.857142857145
13-03-2021,36165548.0,276882.28571428574,1511583.4285714286,45986.28571428572
14-03-2021,36149617.71428572,281448.28571428574,1522677.5714285714,46256.42857142857
15-03-2021,36133012.28571428,286302.4285714286,1534159.2857142857,46526.0
16-03-2021,36115772.28571428,291287.0,1546132.2857142857,46808.42857142857
17-03-2021,36097419.14285714,297169.85714285716,1558312.2857142857,47098.71428571428
18-03-2021,36078175.571428575,303655.5714285714,1570782.5714285714,47386.28571428572
19-03-2021,36057900.14285714,310806.85714285716,1583609.4285714286,47683.57142857143
20-03-2021,36036859.571428575,318135.14285714284,1597023.5714285714,47981.71428571428
21-03-2021,36015163.28571428,325729.0,1610823.5714285714,48284.142857142855
22-03-2021,35992941.0,333136.0,1625331.142857143,48591.857142857145
23-03-2021,35970383.71428572,340137.71428571426,1640575.5714285714,48903.0
24-03-2021,35947122.71428572,346687.14285714284,1656958.5714285714,49231.57142857143
25-03-2021,35922879.85714286,353574.5714285714,1673962.0,49583.57142857143
26-03-2021,35897330.571428575,360632.5714285714,1692097.857142857,49939.0
27-03-2021,35871016.71428572,367288.5714285714,1711386.142857143,50308.57142857143
28-03-2021,35843645.14285714,373992.5714285714,1731685.4285714286,50676.857142857145
29-03-2021,35815932.571428575,380136.0,1752888.7142857143,51042.71428571428
30-03-2021,35787630.14285714,386017.0,1774935.0,51417.857142857145
31-03-2021,35758914.0,392335.5714285714,1796946.2857142857,51804.142857142855
01-04-2021,35730040.71428572,398047.71428571426,1819706.7142857143,52204.857142857145
02-04-2021,35701824.14285714,402423.5714285714,1843139.0,52613.28571428572
03-04-2021,35674133.85714286,405269.85714285716,1867557.0,53039.28571428572
04-04-2021,35647344.428571425,405978.4285714286,1893201.4285714286,53475.71428571428
05-04-2021,35621564.0,404909.14285714284,1919612.4285714286,53914.42857142857
06-04-2021,35597587.14285714,401593.4285714286,1946523.5714285714,54295.857142857145
07-04-2021,35576176.571428575,395085.85714285716,1974062.4285714286,54675.142857142855
08-04-2021,35555818.0,387256.85714285716,2001823.142857143,55102.0
09-04-2021,35535753.571428575,378780.4285714286,2029898.4285714286,55567.57142857143
10-04-2021,35516148.71428572,369741.28571428574,2058051.4285714286,56058.57142857143
11-04-2021,35496721.571428575,361119.0,2085604.0,56555.42857142857
12-04-2021,35476992.85714286,353426.4285714286,2112528.8571428573,57051.857142857145
13-04-2021,35456552.428571425,347133.0,2138682.8571428573,57631.71428571428
14-04-2021,35435201.571428575,342865.5714285714,2163697.714285714,58235.142857142855
15-04-2021,35414816.0,339524.5714285714,2186859.714285714,58799.71428571428
16-04-2021,35395950.428571425,336785.14285714284,2207924.8571428573,59339.57142857143
17-04-2021,35378383.85714286,333522.85714285716,2228232.8571428573,59860.42857142857
18-04-2021,35362181.571428575,329232.0,2248210.5714285714,60375.857142857145
19-04-2021,35346655.0,324638.0,2267810.0,60897.0
20-04-2021,35331697.14285714,319795.5714285714,2287095.285714286,61412.0
21-04-2021,35317790.28571428,313706.5714285714,2306585.1428571427,61918.0
22-04-2021,35305078.85714286,305603.28571428574,2326892.1428571427,62425.71428571428
23-04-2021,35293365.85714286,295927.28571428574,2347781.4285714286,62925.42857142857
24-04-2021,35282546.85714286,286627.28571428574,2367415.4285714286,63410.42857142857
25-04-2021,35272432.71428572,277934.5714285714,2385739.285714286,63893.42857142857
26-04-2021,35262866.0,269875.71428571426,2402893.1428571427,64365.142857142855
27-04-2021,35253804.571428575,262430.71428571426,2418948.0,64816.71428571428
28-04-2021,35245461.85714286,254944.7142857143,2434340.0,65253.42857142857
29-04-2021,35237738.428571425,247540.0,2449053.285714286,65668.28571428571
30-04-2021,35230595.28571428,240662.14285714287,2462675.1428571427,66067.42857142857
01-05-2021,35223885.85714286,234385.42857142858,2475275.0,66453.71428571429
02-05-2021,35217548.85714286,228692.2857142857,2486925.8571428573,66833.0
03-05-2021,35211344.14285714,223831.42857142858,2497610.0,67214.42857142857
04-05-2021,35205627.0,219243.85714285713,2507595.0,67534.14285714286
05-05-2021,35200624.0,214438.14285714287,2517125.0,67812.85714285714
06-05-2021,35195906.14285714,209885.85714285713,2526120.8571428573,68087.14285714286
07-05-2021,35191295.28571428,205897.7142857143,2534442.1428571427,68364.85714285714
08-05-2021,35186927.85714286,202527.57142857142,2541902.285714286,68642.28571428571
09-05-2021,35182669.0,199575.2857142857,2548835.5714285714,68920.14285714286
10-05-2021,35178480.571428575,196889.42857142858,2555434.1428571427,69195.85714285714
11-05-2021,35174177.571428575,194687.42857142858,2561621.8571428573,69513.14285714286
12-05-2021,35169823.28571428,192748.85714285713,2567598.285714286,69829.57142857143
13-05-2021,35165854.85714286,190996.2857142857,2573026.8571428573,70122.0
14-05-2021,35162280.571428575,189413.2857142857,2577915.1428571427,70391.0
15-05-2021,35158973.28571428,187818.2857142857,2582566.0,70642.42857142857
16-05-2021,35155906.71428572,186150.42857142858,2587062.1428571427,70880.71428571429
17-05-2021,35152972.0,184610.0,2591300.5714285714,71117.42857142857
18-05-2021,35150232.14285714,182985.0,2595439.285714286,71343.57142857143
19-05-2021,35147765.28571428,181168.7142857143,2599498.285714286,71567.71428571429
20-05-2021,35145533.28571428,179008.42857142858,2603679.5714285714,71778.71428571429
21-05-2021,35143531.14285714,176705.85714285713,2607787.285714286,71975.71428571429
22-05-2021,35141726.14285714,174607.57142857142,2611508.8571428573,72157.42857142857
23-05-2021,35140077.14285714,172683.2857142857,2614901.714285714,72337.85714285714
24-05-2021,35138506.71428572,170933.0,2618041.1428571427,72519.14285714286
25-05-2021,35137041.14285714,169315.0,2620956.8571428573,72687.0
26-05-2021,35135729.428571425,167669.0,2623763.8571428573,72837.71428571429
27-05-2021,35134540.0,166086.42857142858,2626401.5714285714,72972.0
28-05-2021,35133455.28571428,164664.57142857142,2628784.4285714286,73095.71428571429
29-05-2021,35132476.428571425,163387.85714285713,2630925.714285714,73210.0
30-05-2021,35131568.428571425,162251.85714285713,2632854.0,73325.71428571429
31-05-2021,35130692.71428572,161297.57142857142,2634569.714285714,73440.0
01-06-2021,35129875.85714286,160427.85714285713,2636147.714285714,73548.57142857143
02-06-2021,35129145.14285714,159553.2857142857,2637656.0,73645.57142857143
03-06-2021,35128508.428571425,158721.7142857143,2639033.5714285714,73736.28571428571
04-06-2021,35127961.28571428,157962.2857142857,2640262.4285714286,73814.0
05-06-2021,35127465.571428575,157307.2857142857,2641347.8571428573,73879.28571428571
06-06-2021,35127008.0,156716.0,2642337.5714285714,73938.42857142857
07-06-2021,35126570.28571428,156210.42857142858,2643221.5714285714,73997.71428571429
08-06-2021,35126159.428571425,155754.57142857142,2644031.285714286,74054.71428571429
09-06-2021,35125782.28571428,155290.7142857143,2644818.1428571427,74108.85714285714
10-06-2021,35125432.28571428,154877.85714285713,2645527.8571428573,74162.0
11-06-2021,35125079.14285714,154546.85714285713,2646152.8571428573,74221.14285714286
12-06-2021,35124751.14285714,154252.42857142858,2646714.8571428573,74281.57142857143
13-06-2021,35124435.28571428,154029.0,2647194.0,74341.71428571429
14-06-2021,35124127.14285714,153852.0,2647620.0,74400.85714285714
15-06-2021,35123845.428571425,153689.2857142857,2648011.4285714286,74453.85714285714
16-06-2021,35123590.428571425,153535.42857142858,2648373.8571428573,74500.28571428571
17-06-2021,35123358.85714286,153377.42857142858,2648722.4285714286,74541.28571428571
18-06-2021,35123148.85714286,153236.2857142857,2649035.4285714286,74579.42857142857
19-06-2021,35122949.0,153115.0,2649319.285714286,74616.71428571429
20-06-2021,35122762.571428575,152983.2857142857,2649601.0,74653.14285714286
21-06-2021,35122585.71428572,152868.14285714287,2649856.5714285714,74689.57142857143
22-06-2021,35122412.71428572,152766.14285714287,2650098.4285714286,74722.71428571429
23-06-2021,35122250.571428575,152662.57142857142,2650334.8571428573,74752.0
24-06-2021,35122098.571428575,152572.7142857143,2650550.5714285714,74778.14285714286
25-06-2021,35121954.71428572,152502.14285714287,2650740.5714285714,74802.57142857143
26-06-2021,35121820.571428575,152448.14285714287,2650907.1428571427,74824.14285714286
27-06-2021,35121695.28571428,152402.42857142858,2651056.5714285714,74845.71428571429
28-06-2021,35121573.0,152355.7142857143,2651204.1428571427,74867.14285714286
29-06-2021,35121460.0,152306.85714285713,2651345.0,74888.14285714286
30-06-2021,35121355.71428572,152257.42857142858,2651480.4285714286,74906.42857142857
01-07-2021,35121258.428571425,152230.57142857142,2651586.4285714286,74924.57142857143
02-07-2021,35121166.428571425,152193.0,2651700.0,74940.57142857143
03-07-2021,35121073.428571425,152168.7142857143,2651801.714285714,74956.14285714286
04-07-2021,35120982.85714286,152152.42857142858,2651893.5714285714,74971.14285714286
05-07-2021,35120894.28571428,152147.7142857143,2651971.714285714,74986.28571428571
06-07-2021,35120809.571428575,152147.2857142857,2652044.0,74999.14285714286
07-07-2021,35120725.0,152146.57142857142,2652116.285714286,75012.14285714286
08-07-2021,35120641.14285714,152134.42857142858,2652199.8571428573,75024.57142857143
